director_name,duration,actor_2_name,gross,genres,actor_1_name,movie_title,actor_3_name,facenumber_in_poster,plot_keywords,budget,title_year,imdb_score
Arthur Louis Fuller,92,Anna Silk,, Action | Crime | Thriller,Michael Beach,Assassins Tale,Guy Garner,0,,1500000,2013,4.3
Sean Paul Lockhart,99,Sean Paul Lockhart,, Mystery | Romance | Thriller,Jack Brockett,Triple Crossed,Laura Reilly,1,pubic hair|male pubic hair|shower|male nudity|male frontal nudity,41000,2013,5.2
David Dhawan,121,Siddharth,, Comedy | Drama,Ali Zafar,Chashme Baddoor,Divyendu Sharma,0,bromance,400000000,2013,5.4
Hisham Zaman,96,Suzan Ilir,, Drama,Abdullah Taher,Før snøen faller,Bahar Ozen,0,journey|love|road movie|family honor|honor,19000000,2013,7.2
Axelle Carolyn,104,Tom Wisdom,, Horror | Mystery,Anna Walton,Soulmate,Tanya Myers,0,suicide attempt|suicide|suicide attempt by slitting wrists,,2014,5.2
Fred Olen Ray,,Tia Carrere,, Action | Adventure | Drama | Sci-Fi | Thriller,David Chokachi,Collision Course,Meghan McLeod,0,death|fear|airplane|sky|engine,,2013,3.5
Danièle Thompson,100,Lou de Laâge,, Comedy | Romance,Eric Elmosnino,Des gens qui s'embrassent,Kad Merad,0,wedding|brother brother relationship|reference to gina lollobrigida|grief|cellist,,2013,5.5
Jones,87,Rob Knighton,, Drama,Nora Tschirner,Everyone's Going to Die,Kellie Shirley,0,punctuation in title|apostrophe in title,,2015,7.0
Jaime Velez Soto,88,Christina Bach,, Horror,J. LaRose,Rockabilly Zombie Weekend,Jimmy Dempster,0,wedding|rockabilly|weekend|zombie,,2013,3.7
Bilal Lashari,130,Hamza Abbasi,, Action | Drama | Thriller,Shaan Shahid,Waar,Shamoon Abbasi,0,army|revenge|hostage|mission|sniper,180000000,2013,8.4
Gordon Chan,118,Yifei Liu,, Action | Adventure,Chao Deng,Lawless Kingdom,Anthony Chau-Sang Wong,0,,,2015,5.9
Jessica Cameron,84,Ryan Kiser,, Horror,Jessica Cameron,Truth or Dare,Heather Dorff,2,sick|scream queen|b horror|torture,,2013,5.4
James Cullen Bressack,86,Erin Coker,, Horror,Trae Ireland,13/13/13,Jody Barton,0,demon|death of protagonist|crazy|insanity|blood splatter,,2013,4.1
Owen Hurley,75,Katie Crown,, Animation | Family,Kelly Sheridan,Barbie in the Pink Shoes,Ali Liebert,0,ballet|swan lake|shoes|pink|barbie,,2013,5.4
Zach Clark,82,Laura Lemar-Goldsborough,, Comedy | Drama,Anna Margaret Hollyman,White Reindeer,Lydia Hyslop,0,threesome|swinger|swinger party|pole dance|murder,,2013,5.7
Alex Monty Canawati,75,Maria Conchita Alonso,, Biography | Comedy | Drama | History,Jennifer Tilly,Return to Babylon,Tippi Hedren,0,1920s|scandal|cigarette smoking|sex|drinking,2000000,2013,6.7
Dave Schram,95,Dorus Witte,, Drama | Family | Music,Robin Boissevain,Spijt!,Stefan Collier,0,bullying|teenage boy|love|dog|suicide,1200000,2013,7.2
Rossella De Venuto,,Federico Castelluccio,, Thriller,Fiona Glascott,Controra,Kelly Campbell,0,isolation|manipulation|haunted house|prejudice|paranoia,,2014,5.9
Brad Osborne,87,Ian Sinclair,, Drama | Thriller,Anthony Montgomery,Chariot,Brina Palencia,0,passenger jet|government plot|psychological drama|amnesia|mysterious,42000,2013,5.1
Nicholas Kalikow,92,Samaire Armstrong,, Action | Comedy | Crime,Carly Pope,Concrete Blondes,Diora Baird,1,bullet wound|blonde stereotype|deep fryer|blonde wig|blood money,3100000,2013,4.9
Charles Minsky,93,Wesley Morgan,, Drama | Sport,Connor Jessup,Skating to New York,Gage Munroe,0,coming of age|ice skating|friendship|hockey|lake ontario,,2014,5.7
Travis Romero,67,Matthew Ziff,, Drama | Thriller,Michael Biehn,Treachery,Caitlin Keats,1,white panties|panties,625000,2014,3.9
Corrado Boccia,83,Catalina Sandino Moreno,, Thriller,Colin Egglesfield,A Stranger in Paradise,Byron Mann,1,,3000000,2013,4.7
Chris Crow,,Ian Dicks,, Action | Adventure | Thriller,Gareth John Bale,A Viking Saga: The Darkest Day,Richard Elfyn,0,viking|monk|gospel|heathen|christianity,,2013,4.2
Gustav Deutsch,92,Christoph Bach,,,Stephanie Cumming,Shirley: Visions of Reality,Florentín Groll,0,episodic|based on painting,,2013,6.6
Monika Mitchell,89,Kent S. Leung,, Comedy | Romance,Chris McNally,John Apple Jack,McKenzi Scott,1,gay|male rear nudity|gay interest,,2013,5.8
Emanuel Hoss-Desmarais,90,Marc Labrèche,, Drama | Thriller,Thomas Haden Church,Whitewash,Anie Pascale,1,,,2014,5.8
Joaquín Bissner,,Osvaldo Benavides,, Romance,Karla Souza,Me Late Chocolate,María Aura,2,hairy chest|bare chested male,,2013,5.2
Charles Murray,112,Elimu Nelson,, Drama,Shanola Hampton,Things Never Said,Omari Hardwick,0,spoken word|self worth|poetry,,2013,6.8
Brian Netto,84,Danny Barclay,, Horror | Mystery | Thriller,Laurel Vail,Delivery: The Beast Within,Rob Cobuzio,0,,,2013,5.4
Ko Kyoung,80,Oh Cho-Hee,, Romance,Joon-seok Byeon,Hwaryeonhan oechul,Ji-hyeok Min,0,female nudity|teacher student sex|sex scene|black bra|bra,,2013,5.9
Tino Navarro,103,Alix Wilton Regan,, Action | Adventure | Sci-Fi,Cian Barry,Real Playing Game,Nik Xhelilaj,2,,485000,2013,4.3
Ganapathy Bharat,150,Parvathy,, Drama | Romance | Thriller,Dhanush,Maryan,Salim Kumar,0,sudan|love|fisherman|hostage|character name in title,300000000,2013,7.3
Anton Bormatov,100,Pavel Erlikov,, Drama,Mikhail Chubaev,Okolofutbola,Ivan Fominov,0,,,2013,6.8
Fred Olen Ray,,Brad Rowe,, Comedy | Family,Melissa Sagemiller,All I Want for Christmas,Tom Arnold,1,christmas,,2013,5.4
Sophie Hyde,114,Sam Althuizen,, Drama | Family,Tilda Cobham-Hervey,52 Tuesdays,Imogen Archer,0,mother daughter relationship|sex change|teenage girl|ftm|transsexual,,2014,6.5
Abe Levy,90,Spencer Treat Clark,, Action | Drama | Thriller,Ted Levine,Deep Dark Canyon,Nick Eversman,1,police|sheriff|gun|father son relationship|brother brother relationship,,2013,5.0
Dome Karukoski,104,Laura Birn,, Drama | Romance,Peter Franzén,Leijonasydän,Jasper Pääkkönen,1,sauna|full frontal male nudity|male full frontal nudity|sex scene|male nudity,1500000,2013,7.0
Srikanth Addala,159,Mahesh Babu,, Comedy | Drama | Family,Venkatesh Daggubati,Seethamma Vakitlo Sirimalle Chettu,Samantha Ruth Prabhu,2,,,2013,7.6
Birger Larsen,89,Linus Wahlgren,, Crime,Tuva Novotny,Mördaren ljuger inte ensam,Ola Rapace,2,island|midsummer|party|midsummer party|motor boat,,2013,5.6
Eva Jin,106,Aarif Rahman,, Comedy | Romance,Bingbing Fan,One Night Surprise,Daniel Henney,0,,,2013,5.5
Jeymes Samuel,51,Kelly Hu,, Western,Rosario Dawson,They Die by Dawn,Michael Kenneth Williams,0,,,2013,6.6
Stefano Milla,100,Burton Perez,, Action | Adventure,Greg Chandler Maness,Richard The Lionheart,Malcolm McDowell,1,king|sword and sorcery|sword fighting|suicide|giant,,2014,2.3
Robert Taleghany,92,Sean Muramatsu,, Comedy | Romance,Jeffrey T. Schoettlin,American Idiots,Caroline D'Amore,0,masturbation|on the road|race against the clock,750000,2013,2.2
Tara Anaïse,82,Adam Haley,, Horror | Sci-Fi | Thriller,Ron Eagle D'Andre II,Dark Mountain,Sage Howard,0,arizona|mine|mountain|loss of reality|chaos in the dark,,2014,4.4
Geoff Anderson,82,Ryan Belleville,, Comedy | Family,Joris Jarsky,Step Dogs,Dylan Schmid,0,diamond|movie star|brother sister relationship|sibling rivalry|teenager,,2014,4.5
Patrick C. Perez,93,Ronnie Alvarez,, Comedy,Adalberto Alvarez,Lola's Love Shack,Juan Carlos Arvelo,0,,250000,2013,6.5
Taweewat Wantha,85,Acharanat Ariyaritwikol,, Horror,Natpassara Adulyamethasiri,Thongsook 13,Chinawut Indracusin,0,turning against each other|thai dance|propeller|necklace|impalement,,2013,5.3
Creep Creepersin,892011,Greg Duke,, Fantasy | Horror | Sci-Fi | Thriller,Domiziano Arcangeli,The Brides of Sodom,Rachel Zeskind,1,vampire|post apocalyptic|male rear nudity|witch|rape,1500000,2013,2.7
Eric Etebari,90,Martin Kove,, Action | Drama,Jeanette Roxborough,Bare Knuckles,Louis Mandylor,1,tournament|two word title|fistfight|brawl|tough girl,600000,2013,4.3
Sam Hoare,,Romola Garai,, Comedy | Drama,Anna Friel,Having You,Andrew Buchan,0,childless couple|injured child|separation|accident|slot machine,,2013,6.4
R.S. Durai Senthilkumar,129,Priya Anand,, Comedy | Romance | Sport,Siva Karthikeyan,Ethir Neechal,Nandita Shwetha,0,,40000000,2013,6.8
Thierry Ragobert,83,Isabelle Drummond,, Adventure | Family,Lúcio Mauro Filho,Amazonia,Martin Sheen,0,wilderness|monkey|one word title|little girl|waterfall,,2013,6.5
Riyad Barmania,88,Warwick Davis,, Adventure | Comedy,Stuart Ashen,Ashens and the Quest for the Gamechild,Robert Llewellyn,0,,73690,2013,6.2
Tim Carroll,176176,Liam Brennan,, Comedy,Samuel Barnett,Twelfth Night,Paul Chahidi,0,,,2013,9.1
Malcolm Goodwin,96,Jon Gries,, Comedy,Katrina Bowden,A True Story,Malcolm Goodwin,0,title ends with period|punctuation in title|period in title|ellipsis in title|long title,45000,2013,5.4
Woo-seok Yang,127,Seon-Mook Cho,, Drama,Kwang Soo Cha,The Attorney,Ki-Jung Han,0,,5000000,2013,7.7
Adam Shaw,,Andy Demetrio,, Drama,Kelly Ann Bourne,Lights Out,Joe Elias,0,,1500000,2013,8.7
Nikolai Müllerschön,102,Martin Brambach,, Crime | Drama,Benedikt Blaskovic,Harms,Hans-Maria Darnov,0,blood|fight|shower|male rear nudity|male nudity,,2014,5.8
Justin Edgar,80,Sean Teale,, Comedy,Jamie Blackley,We Are the Freaks,Mike Bailey,0,,625000,2014,4.7
Valeria Golino,96,Carlo Cecchi,, Drama,Jasmine Trinca,Miele,Libero De Rienzo,0,tachycardia|heavy smoker|male female friendship|suicide by jumping out a window|istanbul turkey,1650000,2013,6.8
Dante Lam,122110,Eddie Peng,, Action | Drama,Nick Cheung,Ji zhan,Ting Mei,0,loan shark|boxing match|cassette player|mental breakdown|training,,2013,7.3
Joycelyn Engle,107,Steven Bauer,, Drama | Mystery | Thriller,Julianne Michelle,Awakened,John Savage,2,supernatural|movie hopeful|mama,2100000,2014,3.7
Andre Odendaal,108,Leah Van Niekerk,, Comedy | Drama | Musical,Bobby van Jaarsveld,As Jy Sing,Bok van Blerk,0,school|music teacher|teenager|afrikaans,,2013,6.9
Rotimi Rainwater,88,Marshall Allman,, Drama,Shenae Grimes-Beech,Sugar,Austin Williams,0,homeless|20 year old|hollywood|homeless boy|one word title,,2013,5.6
Johan Kaos,96,Herbert Nordrum,, Comedy | Drama,Ole Christoffer Ertvaag,Pornopung,Anders Rydning,0,blow job|male full frontal nudity|fellatio|male explicit nudity|male frontal nudity,10600000,2013,6.2
Kishore,147,Suneel,, Action | Romance,Naga Chaitanya Akkineni,Tadakha,Tamannaah Bhatia,0,gangster|police|two brothers,,2013,5.9
Til Schweiger,122,Andreas Adam,, Comedy,Arthur Abraham,Kokowääh 2,Sascha Alexander,0,,,2013,5.5
Mickey Keating,90,Derek Phillips,, Horror,Larry Fessenden,Ritual,Mickey Keating,0,cult|after dark|murder|written by director|one word title,,2013,3.8
Richard Gray,102,Jack Thompson,, Drama | Romance | Sport,Oliver Ackland,Blinder,Zoe Carides,0,male rear nudity,5000000,2013,4.5
Bejoy Nambiar,155,Neil Nitin Mukesh,, Action | Crime | Drama | Romance | Thriller,Vikram,David,Vinay Virmani,0,fisherman|musician|goa india|london england|1970s,500000000,2013,6.2
Gopichand Malineni,145,Shruti Haasan,, Action | Comedy | Crime | Drama | Romance | Thriller,Ravi Teja,Balupu,Anjali,2,,3600000,2013,6.2
Nancy Florence Savard,80,Rachelle Lefevre,, Animation | Adventure | Family,Christopher Plummer,The Legend of Sarila,Dustin Milligan,0,,15000000,2013,5.4
Axelle Ropert,102,Laurent Stocker,, Comedy | Drama,Cédric Kahn,"Tirez la langue, mademoiselle",Louise Bourgoin,0,restaurant|paris france|hospital|drunk|alcoholism,,2013,6.0
Pau Masó,108,Natalie Grigoriadou,, Drama,Pau Masó,Aleksandr's Price,Josh Berresford,0,new york|immigrant|new york city|illegal immigrant|drug,,2013,4.8
Marco Berger,91,Candela García Redin,, Comedy | Drama | Romance,Ana Lucia Antony,"Tensión sexual, Volumen 2: Violetas",Pedro Jover,0,sexual tension|escort|picnic|hostel|gay,,2013,5.0
Sheershak Anand,125,Sonal Chauhan,, Horror | Sci-Fi | Thriller,Neil Nitin Mukesh,3G - A Killer Connection,Himani Chauhan,0,mobile phone|murder|knife|cult|ghost,,2013,3.6
Ringo Le,85,Nicholas Brendon,, Comedy,Jonathan Lisecki,Big Gay Love,Ann Walker,1,,,2013,5.1
Jay Dahl,90,Jason Daley,, Horror,Matthew Amyotte,There Are Monsters,Michael Ray Fox,0,based on short film,,2013,5.6
Matthias Schweighöfer,,Ariane Pochon,, Comedy,Sascha Alexander,Schlussmacher,Martin Neuhaus,1,,,2013,5.6
Tricia Lee,95,Sofia Banzhaf,, Horror | Mystery | Thriller,Chelsea Jenish,Silent Retreat,Robert Nolan,0,,250000,2015,4.2
Conor Allyn,,Verdi Solaiman,, Action | Crime | Drama | Thriller,Kellan Lutz,Java Heat,Mickey Rourke,0,java|kidnapping|male rear nudity|homosexual|gay,,2013,5.2
Jeffrey Travis,95,Osa Wallander,, Drama | Sci-Fi | Thriller,Ethan Flower,Dragon Day,Jenn Gotzon,0,future|post apocalypse,210000,2014,4.0
David A. Holcombe,77,Jeffrey Bouthiette,, Drama | Horror | Thriller,Nora Best,Yellow,Jack Bradsell,0,,16500,,4.9
Filip Maciejewicz,75,Eugenia Kuzmina,, Horror | Sci-Fi,Bo Linton,Quarantine L.A.,Nina Kate,0,,1200000,2016,2.5
Salvador Litvak,101,Lea Coco,, Biography,Tom Amandes,Saving Lincoln,Penelope Ann Miller,0,u.s. marshal|bodyguard|two word title|confederacy|president elect,700000,2013,5.3
Daniel Patrick Carbone,81,Nathan Varnson,, Drama,Ryan Jones,Hide Your Smiling Faces,Colm O'Leary,0,coming of age|imperative in title|tragic event|teenage boy|death of a boy,,2014,6.1
Sean Olson,87,Christina Cox,, Crime | Thriller,Danny Trejo,The Contractor,Brad Rowe,0,,,2013,3.9
Aaron K. Carter,64,Ben Woolf,, Adventure | Horror,Irwin Keyes,Dead Kansas,Juliette Danielle,0,,,2013,6.0
Luke Massey,81,Matt Ryan,, Horror | Thriller,Joseph Morgan,Armistice,William Troughton,1,,,2014,4.7
Mariana Rondón,93,Samantha Castillo,, Drama,Samuel Lange Zambrano,Pelo malo,Beto Benites,0,male nudity|obsession|hair|9 year old boy|battery razor,,2014,6.9
Carl Bessai,96,Amy Smart,, Comedy | Crime,Brent Butt,No Clue,David Koechner,1,unconscious|explanation|key|police boat|stakeout,,2013,5.4
Paul Tanter,87,Kierston Wareing,, Crime,Robert Cavanah,The Fall of the Essex Boys,Peter Barrett,0,,,2014,3.8
Jose Luis Valle,120,Susana Salazar,, Comedy | Drama,Jesus Padilla,Workers,Barbara Perrin Rivemar,0,,,2013,7.2
Kapil Sharma,108,Chitrangda Singh,, Drama,John Abraham,"I, Me aur Main",Prachi Desai,0,box office flop,,2013,4.6
Vinnil Markan,130,Nassar,, Action | Comedy | Romance,Zakir Hussain,Jayantabhai Ki Luv Story,Vivek Oberoi,1,,100000000,2013,5.3
Edgar Reitz,231,Antonia Bill,, Drama | History,Jan Dieter Schneider,Die andere Heimat - Chronik einer Sehnsucht,Maximilian Scheidt,0,brazil|non professional actor|letter|upside down camera shot|upside down view,8000000,2015,8.1
Adam Carlson,120,Erika Benites,,,Nic Bachhuber,Cloud Air: The Movie,Lina Zaproudi-Ellman,0,imdb testing|father son relationship|good versus evil,,2013,6.3
Drew Hall,94,Keith David,, Action | Sci-Fi,Tamer Hassan,Sons of Liberty,Elyse Levesque,0,,2000000,2013,4.0
Christoffer Boe,110,Nicolas Bro,, Biography | Drama,Pilou Asbæk,Spies & Glistrup,Jesper Christensen,0,male explicit nudity|pubic hair|male pubic hair|erection|penis,,2013,6.6
Mitchell Altieri,88,Joe Egender,, Drama | Thriller,Emma Greenwell,Holy Ghost People,Brendan McCarthy,0,whipping,,2013,5.2
Paul Tanter,82,Ryan Winsley,, Crime,Ian Virgo,Essex Boys Retribution,Alex Esmail,0,,1000000,2014,4.2
Tobias Tobbell,81,Eliza Bennett,, Thriller,Daisy Lowe,Confine,Alfie Allen,1,tied up while barefoot|women|modelling|ocd|agoraphobia,,2013,4.0
Wei Zhao,131,Geng Han,, Drama,Mark Chao,Zhi wo men zhong jiang shi qu de qing chun,Zishan Yang,4,college age|youth,20000000,2013,6.4
Dave Rodriguez,98,Michael Rapaport,, Comedy | Drama,Paul Sorvino,Once Upon a Time in Queens,Renee Props,2,,1500000,2013,6.3
Alan Brown,83,Reed Luplau,, Drama | Music | Romance,Ryan Steele,Five Dances,Catherine Miller,0,gay couple|gay sex|gay love|man dancing with man|gay,,2013,7.2
Fuminori Kizaki,90,Mie Sonozaki,, Animation | Action | Fantasy,Atsuko Tanaka,Bayonetta: Bloody Fate,Miyuki Sawashiro,0,,,2013,5.8
Ryan Bellgardt,108,Christian Bellgardt,, Adventure | Horror | Sci-Fi,Jordan Farris,Army of Frankensteins,John Ferguson,0,frankenstein|civil war|time travel,,2013,2.8
Kemal Uzun,101,Berrak Tüzünataç,, Action | Drama | History | War,Gürkan Uygun,Çanakkale Yolun Sonu,Umut Kurt,1,canakkale|gallipoli|world war one,6000000,2013,7.5
Bill Plympton,76,Jeremy Baumann,, Animation | Comedy | Drama | Romance,Sophia Takal,Cheatin',Alex Markowitz,0,machine|fighting|jealousy|bumper car|no dialogue,,2014,7.2
Sonam Nair,,Shaurye Chakravarty,, Comedy | Drama,Taaha Shah Badusha,Gippi,Mrinal Chawla,0,school|coming of age|overweight girl|underdog|school election,,2013,5.6
Anna Odell,90,Anders Berg,, Drama,Anna Odell,Återträffen,David Nordström,0,reunion|telephone call|school bullying|quarrel|party,,2013,6.9
Ryan Perez,79,Art Evans,, Biography | Comedy,Justin Long,iSteve,Juzo Yoshida,1,sex scene,,2013,5.4
Analeine Cal y Mayor,92,Zoë Kravitz,, Comedy | Drama,Douglas Smith,Treading Water,Carrie-Anne Moss,0,,4700000,2015,6.2
Kate Johnston,94,Peter MacNeill,, Drama | Romance,Kate Trotter,Tru Love,Shauna MacDonald,0,,200000,2014,6.2
Batul Mukhtiar,90,Ramkishan Choyal,, Action | Adventure | Drama | Family,Hema Bisht,Kaphal: Wild Berries,Subrat Dutta,1,,12000000,2013,8.5
Zubair Khan,113,Saikat Bagban,, Crime,Vicky Ahuja,Lakeer Ka Fakeer,Ajaz Khan,0,,10000000,2013,7.7
Rob Brown,80,Rachael Stirling,, Thriller,Roger Jean Nsengiyumva,Sixteen,Rosie Day,0,stabbing|school|child soldier|barber shop|revolver,,2015,5.8
Christopher Ad. Castillo,86,Arthur Acuña,, Drama | Horror | Mystery | Thriller,Gretchen Barretto,The Diplomat Hotel,Alvin Anson,0,hotel|documentary crew|reporter|baguio philippines|haunted hotel,,2013,3.7
Madhureeta Anand,132,Manoj Bakshi,, Drama,Nasir Ali,Kajarya,Shashi Bhushan,0,,,2015,7.6
Gina Kim,97,Michelle Yeoh,, Drama,Markus Waldow,Final Recipe,Henry Lau,0,,8000000,2016,7.0
Patrick Rea,82,Meg Saricks,, Horror,Erin McGrane,Nailbiter,Emily Boresow,0,,,2013,4.3
Jesse Dayton,81,Malcolm McDowell,, Horror | Sci-Fi | Thriller,Lew Temple,Zombex,David Christopher,0,zombie|revolutionary|pharmaceutical|anti depressant|apocalypse,,2013,2.1
Masahiko Murata,58,Ikkyu Juku,, Animation | Action | Sci-Fi,Maaya Sakamoto,Ghost in the Shell Arise: Border 1 - Ghost Pain,Ken'ichirô Matsuda,0,,,2013,7.3
Ron Newcomb,92,Jayme Andrews,, Adventure | Comedy | Fantasy,Justin Moe,Rise of the Fellowship,Cole Matson,3,gamers|sword and sorcery|wilhelm scream|tolkien|flash drive,3100000,2013,4.4
Luv Ranjan,149,Nushrat Bharucha,, Romance,Kartik Aaryan,Akaash Vani,Kiran Kumar,0,,,2013,6.2
Vijay,182,Amala Paul,, Action | Drama | Thriller,Joseph Vijay,Thalaivaa,Santhanam,0,father|son|leader|revenge|fight,450000000,2013,6.3
Lance Frank,94,Jerod Mixon,, Comedy,Jamal Mixon,White T,Eric Roberts,0,rap|excitability|edge|hood|southern california,2500000,2013,5.5
Jesse Thomas Cook,83,Molly Dunsworth,, Horror,Jason David Brown,Septic Man,Julian Richings,0,canuxploitation,,2014,4.2
Ponram,,Satyaraj,, Comedy | Romance,Siva Karthikeyan,Varuthapadatha Valibar Sangam,Sri Divya,0,,60000000,2013,6.6
Keith Perna,84,Tim Kaiser,, Drama | Family,Ryan-Iver Klann,Christmas Grace,Rebekah Cook,0,toy|toy store|christmas tree|christmas,,2014,6.5
Charlie Nguyen,85,Ha Hien,, Action,Long Dien,Bui doi Cho Lon,Bich Phuong Huynh,0,,1000000,2013,7.0
Brant Sersen,90,Charlie Fersko,, Horror | Thriller,Don Fanelli,Sanatorium,DJ Hazard,0,after dark,,2013,4.9
Yotta Kasai,,Alex Valentine,, Adult | Crime | Thriller,Lindsay Greer,The Viscera,,0,sex|hardcore,100000,2013,
A.D. Calvo,90,Steven Grayhm,, Horror | Thriller,Inbar Lavi,House of Dust,Eddie Hassell,0,serial killer|asylum|patient|1950s|insane asylum,,2013,3.8
Nelson Shin,86,Gregg Sulkin,, Animation | Adventure | Comedy | Sport,Bella Thorne,Frog Kingdom,Dallas Lovato,0,frog|olympic games,,2015,4.4
Frederick Cipoletti,88,John Henry Whitaker,, Action | Comedy,Alejandro Salomon,Martial Science,Casey O'Keefe,0,corpse|witch,,2013,7.3
Joel Núñez,100,Víctor González,, Comedy | Romance,Ximena Herrera,7 Años de Matrimonio,Roberto Palazuelos,0,,1500000,2013,4.8
Jarrell Crump,105,June Buckner,, Drama,Leonardo Black,Behind Closed Doors,Poetess Hunni Bunn,1,,800000,2013,6.0
Ben Dobyns,125145,Trin Miller,, Adventure | Comedy | Fantasy,Brian Lewis,The Gamers: Hands of Fate,Samara Lerman,2,,,2013,6.9
Yuval Adler,99,Shadi Mar'i,, Drama | Thriller,Tsahi Halevi,Bethlehem,Hitham Omari,2,informant|palestinian|israeli secret service|year 2005|hit with a stone,,2013,7.2
